region,kommune,kommune_kode,afstemningsområde,afstemningsområde_dagi_id,frigivelsestidspunkt,godkendelsestidspunkt,resultat_art,total_gyldige_stemmer,total_afgivne_stemmer,kandidat,kandidat_id,parti,parti_id,parti_bogstav,stemmer
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Poul Kristensen, Morsø",08feca08-c048-4d13-a514-4b48ebed16e6,Socialdemokratiet,bedd1cb4-0f99-4863-a833-a1ae26f2de5c,A,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Anette Jensen Smith, Hobro",7d5a53c0-0623-4b9a-adb6-4b9e6b89f6d2,Alternativet,eace5de3-c706-42e2-b027-57cabf63b54b,Å,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Anne-Marie Hemmeth, Aalborg",3c1767ec-f284-4c20-a033-6bb2167e787f,Alternativet,eace5de3-c706-42e2-b027-57cabf63b54b,Å,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Runa Friis Hansen, Hjørring",8b71d156-9fca-4d96-bb69-c743727c36cc,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"John Søndergaard, Frederikshavn",bd102b67-cf90-4783-ab60-ba62e7f93f6f,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Børge Bondeven Frederiksen, Skagen",5dc1c1ab-babf-410a-be9f-38abfe1a7da1,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Christina Eilers, Brønderslev",7c57324c-5a88-48a3-8c6d-21a67d1ce550,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Mai Jensen, Brønderslev",816f94e3-1eb0-4399-b472-c9d34e6da0ec,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"John Ørtoft, Vejgaard",e03cb720-41df-457e-aeed-f243f60b9e37,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Jenny Rørbæk, Aalborg Øst",d8c66187-4ea4-4164-9891-9960d0be6825,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Susanne Flydtkjær, Aalborg",86b5100c-ec4c-4813-a687-694a03ec0447,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Lasse Mejer Petersen, Brønderslev",a7021923-7b2a-4a61-8119-69a0f02315d5,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Bent Skovgaard Olsen, Skørping",a64cf55f-6229-4ff3-a183-cef147252d20,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Linda Nørgaard, Thy",a4a6692d-2146-4e58-b6fd-be139e8fd313,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Pernille Andreasen, Arentsminde",adc15359-34fe-4e99-a6c4-f66db79141a0,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Mathias Skrydstrup Kristensen, Aalborg",e7f07874-ebb3-4d53-8326-bf1889f3e728,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Jacob Conrad, Aars",4756acb6-fc0c-431c-ac34-9cc8ad786ac7,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Søren B. Andersen, Aalborg",08b48527-1d0f-4520-9156-6a17cf777bb9,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Annemette Chemnitz Eilers, Brønderslev",36e98b91-4332-4d44-a4da-260dc9b30cc2,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Jørgen Olsson, Birkelse",0ac1cb39-8f36-4c33-a9ba-f4dc9762ebe4,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Frederik Blicher Pedersen,93984c3a-5c3d-4ecf-8dd0-0609a99ab328,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Rikke Olssen,934e3b5b-b930-4870-aded-1bd3905300ea,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Kim Gaarsdahl,42e890ed-f149-4558-b72e-b2fe70490523,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Thomas Christiansen,c8604e78-cd05-4039-a719-0417aba1e496,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Rasmus Tymm,0b411162-1294-4d68-b978-e18e734c4a35,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Lars Rem,e99bf39c-09a8-4bbd-8f61-50137f321876,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,2
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Henrik Viholm,b49b9203-e825-4ab3-8b3a-a7c6e064a167,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Kent Budolfsen,37ff7355-951d-4f62-b7b5-b3ac759d262e,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Peter Thellufsen Pedersen,9424b6d0-7011-46e8-9af2-3f3fdd57b96f,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Kenneth Hammer,2795a455-38b4-4ab3-a871-486dfaea502e,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Ronny Van Tieu,027d7662-a1ad-44a6-9bc0-af4440ac43d9,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Michel Thrysøe,b9390058-cca4-457a-bd53-2e49625fee5d,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Thomas Heuniche,bc5af33e-16d0-4998-8462-941c01f00e76,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Morten Bo,3ba12474-b954-405c-8cfb-cc9d8f88efdd,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Mikael Simonsen,a2a0b2b7-e539-4ccb-9887-08a1cdec1cc1,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Hans-Henning Terp-Hansen,97badef9-5590-44b4-8cc9-36461bc8e036,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,HP Beck,50acf519-c368-4142-821f-b960330614ff,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Jimmy Abel Nielsen,591b62c2-1475-4025-b7a2-f2fade29eafb,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Klaus Hjulmand,ab8add98-303c-4f74-88ff-ab109e49e8ae,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Bo Ritterbusch,65be910f-04cc-44b9-9149-df241bca039f,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,3
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Rikke Kirstine Lomholt,485792bc-99ca-4397-a246-aee129918b73,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Morten Arvidsson,5ebedda2-40b6-4ac6-8732-8a728fc46491,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Johnni Winther,65ac90ea-22b6-4ca7-b419-1d92dd0b06f2,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Ditte Ravn Kaagaard,a9db7d3a-8a40-4ba5-84ca-280f8a676139,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Laura Jensen,35bf78a1-725f-4ecc-bfce-da48360f14ec,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Nikolaj C. Andersen,13cc4da3-55da-403e-b7ba-54831931e401,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,Paw Rytter,86a200f8-7f34-4e60-8a69-065b1a56e9d8,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Johnny Christensen, Nibe",03196e20-5a6b-4c94-bb86-31f42b569af4,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,2
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Jørgen Hammer Sørensen, Hobro",2f6908bc-a352-4f4c-b899-c436c77df415,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Thomas Hjort, Frederikshavn",244ad29b-1a53-4fd4-8260-350ef05af35d,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Ib Poulsen, Thisted",d50ae3bd-841a-496a-8566-45160da90c96,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Emma Houe Mølgaard, Hobro",227dbbdd-57ad-46e8-b2b6-62050415b82a,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,3
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Arne Hyldgaard, Hjørring",a1c5faaf-1228-4458-948c-f0e4c3df8e9a,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Danny Rosenkilde, Flauenskjold",e6f22925-5620-4bd7-bde5-940dacafa1ab,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Ib Østenkær, Hjørring",35f3fe18-e76a-44e1-b3a5-c641293f4cf9,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Frode Larsen, Vrå",daecf09d-023b-44dc-b27c-a236fb36bf25,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Ib Madsen, Brovst",4670656d-1768-4dbe-8c24-5ccd9cb9ffef,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Per Hyldig, Hjørring",114d6ece-980c-4d2c-a22d-a7fa780fc0e9,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Anne Mette Mortensen, Aalborg",7db12545-4051-4676-9e91-09308cec3462,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,3
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Thomas Storm, Tårs",11686a4b-d294-4ed9-a664-fb017e3f2630,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Niels Kristian Pilgaard Jensen, Jammerbugt",e28d3b68-4f70-4906-82a0-50cb5ee00e3c,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Marianne Mulle Jensen, Aalborg",8df2f2a4-581e-4678-9d74-28249a6c5b1a,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Keld K. Kvist, Nørresundby",5bc77853-9eb2-48f2-be38-ab17a871fc2b,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Hans Jørgen Kristensen, Kallerup",62ab55c2-3b7c-469d-86b0-0296f2b812e6,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Gorm Simonsen, Dronninglund",6bb753ae-8694-4496-bb00-15b9d803a700,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Michael Portefée P. Lex, Rebild",d5ee0d0f-16ab-4edf-8f4b-412f6125d375,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Sune Kragelund, Aalborg",cefae5b5-8b2c-4b11-a5be-2efb4598ffaf,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Dorthe Kerschus, Brønderslev",a3df68c0-5170-4f81-92c7-e5f94fd0dd50,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Frederik Asgeir Berg, Aalborg",ed9b98f2-3b17-4575-a067-5167dfeadcea,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Hans Jørgen Nygaard, Frederikshavn",c4a41786-f1d0-4f76-ae91-69703b256ed3,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Daniel  Svendsen, Hjørring",785f451d-2006-48cb-aa78-3e57247b145f,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Susanne Krebs, Aalborg",b4805d20-ec1b-41ef-969c-4569be5ba895,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Theis Magle, Hjørring",4c28ae13-b5d6-46e3-b33d-245c0818be57,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Steffen Holme Helledie, Vejgaard",5333525b-2adc-4040-a1e4-0467efbd57b1,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Annegrete Jensen, Jammerbugt",bb1dab95-a1da-443f-b30f-4b42bad842ec,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Steen Asgeir Petersen, Thisted",478cdfb1-246d-41ed-87d0-97fe56cdb2c3,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Hassan Alouch, Hjørring",bb6d6501-930b-4e49-8875-d3bab4db3ba1,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Marie Wandel, Frederikshavn",9c697664-c033-4c10-afd6-1086548e6883,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Pia Elberg, Rebild",58f972a2-0c7f-4c10-a124-086ed21fbbb9,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Karsten Kjærgaard, Vesthimmerland",89ab350e-c6cf-4821-90e5-5f61f8c27318,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Frede Hansen, Aalborg",16d15244-ef02-44c6-8253-17d224e0d46d,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Gry Bruun Nielsen, Hjørring",8c3550c3-ae48-4491-9407-ff4b3e303c09,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Mette Hardam, Frederikshavn Kommune",dfdf18b1-ac7f-43b4-8a52-f6099f30986a,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Niels H. Bünemann, Skagen",40a71fb2-be54-4a76-851a-6783cbe9a15d,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Peter Therkildsen, Morsø",a3f158bb-f5cc-4060-b7d4-6de7d19d7254,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Morten Nørgaard Hald, Brønderslev",7aee7997-ab3e-42b3-97c7-30b44a93548c,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Lina Hundebøll Jespersen, Thisted",3f7893cd-2e8e-4268-bf43-9435731815da,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Anders Rydahl-Jensen, Hjørring",73cb4966-4965-4fe9-92ca-cfd306100752,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Frits Danielsen, Dronninglund",ecd85e12-b74a-494d-8c43-61e2f109c922,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Lærke Holm Sø, Aalborg",ea6f02b4-8adb-4963-9dd7-663957ded8a1,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,5
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Marie Tvergaard, Rebild",489c48e5-3cac-4d74-9f82-9381a339182a,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,78
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Johanne Poulstrup, Aalborg Kommune",f69d3deb-f896-4e44-bc53-bff7cda5bedf,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Ole Nør Pedersen, Nibe",64223f41-cedf-4215-b41a-e393b626ed3e,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,3
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Anne Honoré Østergaard, Aalborg Kommune",e7d73b25-8715-42bd-a9ee-8be6e4872051,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,1
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Mogens Gade, Jammerbugt",de405e83-7d4e-4dea-a62d-3c3adfe2aee5,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,9
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Per Henrik Dålfogt, Rebild",4870dd17-8e5d-4af5-8ebf-971e978c32b5,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,0
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Jakob Dyrman, Vesthimmerland",37bcf218-377d-4e07-a3f4-3d4c2413c557,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,24
Nordjylland,Vesthimmerlands Kommune,820,Salling,706876,2025-11-19 00:09:00,,Fintælling,617,647,"Phillip Sperling, Aalborg",73c5443b-4bc2-4486-a838-87f5dd28f2a3,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,1
