region,kommune,kommune_kode,afstemningsområde,afstemningsområde_dagi_id,frigivelsestidspunkt,godkendelsestidspunkt,resultat_art,total_gyldige_stemmer,total_afgivne_stemmer,parti,parti_id,parti_bogstav,stemmer,listestemmer,difference_forrige_valg
Midtjylland,Odder Kommune,727,Odder,709406,2025-11-19 11:22:38,,Fintælling,7845,8319,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,157,83.0,38.0
Midtjylland,Odder Kommune,727,Odder,709406,2025-11-19 11:22:38,,Fintælling,7845,8319,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,14,6.0,
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,53,,32.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,32,,-6.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,3,,0.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,124,,
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,0,,
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,15,,0.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,10,,-1.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,75,,-15.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,180,,-23.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,12,,1.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,0,,
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,47,,40.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,5,,-54.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,18,,
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,35,,-35.0
Midtjylland,Hedensted,766,Rårup,700852,2025-11-18 23:59:30,,ForeløbigOptælling,745,800,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,136,,-77.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,834,416.0,-147.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,54,25.0,1.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,349,236.0,
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,14,5.0,-27.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,4,2.0,
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,45,19.0,
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,255,166.0,215.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,231,155.0,63.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,6,2.0,
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,343,197.0,-209.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,11,6.0,-162.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,204,79.0,22.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,260,177.0,-31.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,95,47.0,-6.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,474,287.0,167.0
Midtjylland,Syddjurs Kommune,706,Hornslet,701618,2025-11-19 10:33:30,,Fintælling,4525,4725,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,1346,608.0,-94.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,636,,-296.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,8,,-93.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,168,,103.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,151,,108.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,56,,
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,58,,-10.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,247,,68.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,136,,-116.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,43,,6.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,769,,-3.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,238,,
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,1,,
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,3,,
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,17,,3.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,16,,11.0
Midtjylland,Hedensted,766,Juelsminde/Klakring,705470,2025-11-18 23:44:18,,ForeløbigOptælling,2601,2768,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,54,,-14.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,125,,31.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,814,,-92.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,218,,
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,7,,-24.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,373,,-92.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,293,,84.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,54,,
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,3,,
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,35,,22.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,156,,55.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,68,,-6.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,107,,-42.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,9,,-174.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,245,,-77.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,172,,125.0
Midtjylland,Aarhus,751,"Næshøjhallen, Harlev",711422,2025-11-18 23:48:31,,ForeløbigOptælling,2680,2757,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,1,,
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Enhedslisten - De Rød-Grønne,9bbda3ed-a4b9-4ba3-864a-dfc33373600f,Ø,85,47.0,67.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,"Venstre, Danmarks Liberale Parti",b858cc73-3dce-493f-8d8b-64f8ca70f835,V,354,48.0,259.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,SF - Socialistisk Folkeparti,34d98d24-99a7-467b-a384-b266ead5fb49,F,118,48.0,105.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Det Konservative Folkeparti,f9b2ea60-3ef4-487f-a118-1e67e7195d08,C,224,41.0,137.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Nye Borgerlige,7073fc25-9d25-475b-a4b7-a40389a9b383,D,5,4.0,-19.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Dansk Folkeparti,a5ef8864-af86-4e5e-93e5-d6504421b36b,O,85,28.0,60.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Moderaterne,4ec93d4e-2ff8-47aa-8c9e-f7aa514debde,M,3,2.0,
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Alternativet,eace5de3-c706-42e2-b027-57cabf63b54b,Å,7,6.0,5.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Socialdemokratiet,bedd1cb4-0f99-4863-a833-a1ae26f2de5c,A,370,101.0,241.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Danmarksdemokraterne - Inger Støjberg,2869c587-476c-4835-a735-ee00bdb07648,Æ,219,133.0,
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Vendelbo-Listen,d517e71c-f062-4e45-8d91-b9fd5e659a86,L,4,1.0,
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Liberal Alliance,a21bf21e-321d-4a68-91f0-e1830957d22b,I,108,85.0,106.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Kristendemokraterne,8758f369-c821-4ae5-a5dc-9af4986f8ae1,K,17,6.0,16.0
Nordjylland,Thisted Kommune,787,Sjørring,702944,2025-11-19 10:53:49,,Fintælling,1632,1698,Radikale Venstre,d05122d2-4ea0-446c-9b83-5f9601beaece,B,33,15.0,26.0
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Demokraterne - hele Danmark skal leve,e1f31f51-726b-40ae-8e28-3d0b3775492d,J,5,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Socialdemokratiet,154ee9c2-00cb-4a83-9495-63e0b1e508e6,A,740,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Det Konservative Folkeparti,6722f494-8939-47d9-823c-6b19640de8cd,C,530,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,SF - Socialistisk Folkeparti,c1332412-fb2a-4503-aae7-5e1a0b34593e,F,390,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Liberal Alliance,c13eb02f-c7dc-462f-83e8-360308e1b580,I,129,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Radikale Venstre,82ef776d-6533-4180-abc5-dce24ee8e9d7,B,116,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,"Alliancen for Børnene, Ungdommen og Fremtiden",fd504b0a-00c0-4731-8fed-b054fc6e40c4,U,3,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,"Venstre, Danmarks Liberale Parti",7a39ffb2-1764-4237-8e11-838fc16642a9,V,444,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Sydhavslisten,0bb749f4-c68d-41f0-bc4c-c01a632129ec,T,4,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Kristendemokraterne,8817c9d8-9fc0-4c3c-b949-d6ffbbf939df,K,13,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Dansk Folkeparti,4ddf68c4-a82c-4d15-9755-6af165bef904,O,447,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Bylisten,287686fd-375d-4e20-a74e-1e31a266c06a,L,5,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Moderaterne,0e5f3e0b-47bb-408b-b392-da5f71efff4f,M,67,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Nyt Sjælland,15c6a9ea-3fe0-4b1e-9792-75389ad9fab5,N,6,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,DKP - Kommunisterne,7ded8b35-95ad-4fb8-8f54-07ed0aef97b1,P,4,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Kommunistisk Parti,c995a6fd-7cd8-40b9-ae4e-0f60b4b43419,R,1,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Danmarksdemokraterne - Inger Støjberg,b09ff3ea-486a-4b81-9d06-6bb32621336e,Æ,95,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Enhedslisten - De Rød-Grønne,ba378cab-6232-40a8-a3ba-bfb8dd9295e6,Ø,172,,
Østdanmark,Køge,259,Køge By - Vest,709930,2025-11-19 01:08:38,,ForeløbigOptælling,3198,3386,Alternativet,7a6fe3c3-54f8-43ce-82cd-017277f00f41,Å,27,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Demokraterne - hele Danmark skal leve,e1f31f51-726b-40ae-8e28-3d0b3775492d,J,9,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Nyt Sjælland,15c6a9ea-3fe0-4b1e-9792-75389ad9fab5,N,10,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,DKP - Kommunisterne,7ded8b35-95ad-4fb8-8f54-07ed0aef97b1,P,7,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,"Alliancen for Børnene, Ungdommen og Fremtiden",fd504b0a-00c0-4731-8fed-b054fc6e40c4,U,6,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Det Konservative Folkeparti,6722f494-8939-47d9-823c-6b19640de8cd,C,516,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Kristendemokraterne,8817c9d8-9fc0-4c3c-b949-d6ffbbf939df,K,11,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Socialdemokratiet,154ee9c2-00cb-4a83-9495-63e0b1e508e6,A,1018,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Radikale Venstre,82ef776d-6533-4180-abc5-dce24ee8e9d7,B,694,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,SF - Socialistisk Folkeparti,c1332412-fb2a-4503-aae7-5e1a0b34593e,F,1086,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Liberal Alliance,c13eb02f-c7dc-462f-83e8-360308e1b580,I,326,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Bylisten,287686fd-375d-4e20-a74e-1e31a266c06a,L,4,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Moderaterne,0e5f3e0b-47bb-408b-b392-da5f71efff4f,M,119,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Dansk Folkeparti,4ddf68c4-a82c-4d15-9755-6af165bef904,O,425,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Kommunistisk Parti,c995a6fd-7cd8-40b9-ae4e-0f60b4b43419,R,18,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,"Venstre, Danmarks Liberale Parti",7a39ffb2-1764-4237-8e11-838fc16642a9,V,399,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Danmarksdemokraterne - Inger Støjberg,b09ff3ea-486a-4b81-9d06-6bb32621336e,Æ,63,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Enhedslisten - De Rød-Grønne,ba378cab-6232-40a8-a3ba-bfb8dd9295e6,Ø,942,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Alternativet,7a6fe3c3-54f8-43ce-82cd-017277f00f41,Å,190,,
Østdanmark,København,101,4. Syd,706154,2025-11-19 02:15:01,,ForeløbigOptælling,5844,6071,Sydhavslisten,0bb749f4-c68d-41f0-bc4c-c01a632129ec,T,1,,
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,201,,22.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,15,,-70.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,31,,4.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,67,,18.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,423,,-120.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,113,,-86.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,129,,103.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,161,,73.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,17,,
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,131,,60.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,7,,
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,835,,-276.0
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,7,,
Midtjylland,Herning,657,Vildbjerg,712074,2025-11-18 23:22:57,,ForeløbigOptælling,2489,2618,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,322,,
